Geneid	WT_C_1	WT_C_2	WT_C_3	WT_T_1	WT_T_2	WT_T_3	KO_C_1	KO_C_2	KO_C_3	KO_T_1	KO_T_2	KO_T_3
ENSMUSG00000047363	10	5	15	20	8	11	9	7	16	23	39	33
ENSMUSG00000125541	3	7	4	5	4	3	5	0	6	6	4	4
ENSMUSG00000086405	23	20	36	32	18	31	26	25	21	27	40	44
ENSMUSG00000137782	3	2	0	7	2	8	3	0	0	0	0	4
ENSMUSG00000087268	45	33	48	93	63	91	39	35	42	26	37	48
ENSMUSG00000120768	6	11	19	24	26	24	16	6	17	6	5	11
ENSMUSG00000120098	4	4	6	13	7	19	7	7	8	11	8	17
ENSMUSG00000135482	4	1	8	15	10	12	1	1	3	12	9	3
ENSMUSG00000075416	9	3	12	24	12	27	13	7	13	13	16	20
ENSMUSG00000135672	5	3	5	6	13	16	6	6	5	4	0	5
ENSMUSG00000093091	0	0	0	0	2	3	1	0	0	0	0	2
ENSMUSG00000135737	2	1	4	3	11	4	0	1	0	9	4	9
ENSMUSG00000141648	5	3	6	12	5	27	6	6	2	0	0	5
ENSMUSG00000140964	3	15	10	27	25	26	27	13	11	8	6	15
ENSMUSG000000443205	16	7	11	14	12	16	22	4	10	16	11	14
ENSMUSG00000141047	0	2	1	2	4	1	7	1	1	1	1	2
ENSMUSG00000085491	2	9	12	40	8	9	3	1	2	3	2	2
ENSMUSG000000268570	395	137	232	89	70	63	365	289	211	232	329	219
ENSMUSG000000394831	565	191	366	121	160	135	519	351	289	454	607	465
ENSMUSG000000394764	4	4	10	13	10	14	9	5	3	1	5	5
ENSMUSG000000507374	12	11	13	22	14	27	16	5	7	4	6	7
ENSMUSG00000126405	0	1	1	7	3	4	1	3	3	0	1	0
ENSMUSG00000084143	1	1	0	1	8	2	1	0	1	0	0	2
ENSMUSG00000140337	8	3	4	14	13	17	9	3	9	3	2	4
ENSMUSG000000268485	997	434	771	279	262	233	1046	782	738	897	1023	737
ENSMUSG000000268499	539	180	375	132	114	92	652	422	438	545	584	392
ENSMUSG000000268510	648	332	601	303	234	235	713	422	542	610	600	503
ENSMUSG000000268547	277	153	239	115	105	131	297	189	196	320	393	394
ENSMUSG00000139796	21	21	17	15	8	17	16	8	11	19	13	22
ENSMUSG000000754154	2089	1293	2488	666	407	623	1970	1159	1712	1606	2761	2694
ENSMUSG00000121206	0	3	4	3	1	2	4	3	1	10	9	10
ENSMUSG00000139835	38	63	68	41	22	49	40	23	37	50	101	111
ENSMUSG00000087269	28	22	30	29	20	26	27	16	21	28	35	28
ENSMUSG00000139876	1	3	2	5	2	7	1	0	1	2	9	4
ENSMUSG000000001944	980	465	809	347	298	307	1077	914	725	1190	1359	1266
ENSMUSG00000088891	3	9	4	3	7	6	5	3	8	9	12	13
ENSMUSG00000087430	6	2	12	4	4	1	7	9	5	11	10	11
ENSMUSG00000137458	1	3	2	13	10	18	13	3	5	1	0	6
ENSMUSG00000062661	947	340	778	68	70	61	840	801	797	292	334	272
ENSMUSG00000131988	4	6	3	16	8	10	7	2	1	1	1	2
ENSMUSG000000556329	127	84	133	122	107	206	158	117	122	48	49	56
ENSMUSG00000128576	11	3	11	4	0	7	4	5	3	5	10	5
ENSMUSG000000764410	453	195	354	161	124	138	432	398	335	396	451	452
ENSMUSG00000131362	3	5	9	26	31	28	20	9	9	1	5	8
ENSMUSG00000131405	0	3	0	4	1	2	1	0	0	1	0	1
ENSMUSG00000084226	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG000000268436	719	359	603	221	167	173	790	545	592	670	876	681
ENSMUSG00000098904	4	2	0	0	0	1	0	0	1	2	1	2
ENSMUSG00000085224	19	14	14	30	29	50	30	6	20	3	6	7
ENSMUSG00000079466	6	3	4	20	12	26	10	1	3	1	1	4
ENSMUSG00000083143	1	0	0	1	1	4	3	0	1	0	0	0
ENSMUSG000000393566	847	360	704	108	90	123	920	488	554	458	507	398
ENSMUSG00000087549	9	7	17	31	8	16	9	6	10	18	13	14
ENSMUSG000000268427	1125	492	990	331	274	353	919	646	769	927	1437	1332
ENSMUSG00000118600	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000137811	3	5	3	9	4	7	2	3	6	3	5	4
ENSMUSG00000043102	19	15	29	24	20	23	23	17	18	31	39	34
ENSMUSG00000026841	26	12	27	17	26	32	24	19	17	23	14	14
ENSMUSG00000127290	0	0	1	3	1	8	0	0	1	1	1	1
ENSMUSG00000086356	2	1	3	9	12	6	5	5	6	22	18	22
ENSMUSG000000268405	14	19	20	95	68	91	33	15	27	1061	1817	1440
ENSMUSG000000018644	14	9	18	21	19	24	20	13	13	49	38	48
ENSMUSG00000085737	1	2	2	3	4	19	4	0	3	1	0	2
ENSMUSG000000018556	1346	673	1258	426	332	345	1274	997	906	1153	1653	1733
ENSMUSG00000081480	21	19	25	18	7	19	31	20	24	40	37	45
ENSMUSG00000086192	18	19	26	14	15	16	30	27	25	28	57	52
ENSMUSG00000050592	892	536	1072	985	1015	955	992	553	498	2874	3796	3162
ENSMUSG00000090157	34	19	58	25	55	51	27	18	15	126	189	160
ENSMUSG00000099075	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000134098	24	15	38	58	20	62	19	9	20	36	56	53
ENSMUSG00000134206	4	2	1	9	12	5	5	2	1	8	14	11
ENSMUSG00000051373	4	2	7	6	5	9	7	5	5	2	3	4
ENSMUSG00000134173	2	0	1	11	8	4	3	2	3	1	3	4
ENSMUSG000000392627	3029	1653	3445	867	709	908	2781	2014	2184	2648	4773	4738
ENSMUSG00002076731	0	3	7	3	1	0	4	3	7	0	3	6
ENSMUSG00000134245	5	6	10	3	5	10	11	15	8	15	19	17
ENSMUSG00000119688	4	2	2	1	3	7	7	2	7	3	12	9
ENSMUSG00000119104	1	1	4	2	2	4	5	0	2	1	9	8
ENSMUSG00000086216	14	6	4	5	6	7	14	4	14	19	23	17
ENSMUSG000000392547	319	137	254	88	73	98	300	229	204	253	266	274
ENSMUSG000000025507	632	215	403	152	142	104	582	412	354	603	691	506
ENSMUSG00000066068	23	9	7	0	5	5	22	23	8	10	21	7
ENSMUSG000000446272	1500	725	1265	383	278	229	1786	1179	1486	1380	1306	937
ENSMUSG000000025468	961	478	897	316	244	277	1033	699	765	839	1070	969
ENSMUSG00000122207	6	2	5	6	1	3	1	2	1	4	7	2
ENSMUSG000000268258	10	16	26	39	27	48	36	11	19	10	11	18
ENSMUSG00000092765	0	0	1	0	0	2	0	1	1	0	1	3
ENSMUSG00000092807	0	1	1	3	1	3	0	0	2	0	0	0
ENSMUSG00000122254	0	0	0	3	1	2	1	0	1	1	0	0
ENSMUSG000000392057	811	448	870	336	225	270	804	490	623	658	863	870
ENSMUSG00000142115	2	1	0	0	2	0	1	0	0	1	1	2
ENSMUSG00000039195	214	73	91	46	75	47	182	111	120	270	267	165
ENSMUSG00000142159	2	7	3	14	11	9	7	2	3	2	3	4
ENSMUSG000000268225	13	6	11	27	18	23	22	4	10	6	2	4
ENSMUSG00000026820	176	89	138	59	75	65	212	134	125	222	269	160
ENSMUSG00000083004	1	0	1	7	0	3	0	1	0	1	0	5
ENSMUSG00000142894	7	1	3	10	3	2	9	0	3	3	1	2
ENSMUSG000000268196	387	174	347	108	106	108	314	236	210	234	289	265
ENSMUSG00000039164	136	69	119	88	91	66	159	100	119	146	182	167
ENSMUSG00000129451	5	6	12	12	20	23	13	15	13	44	43	34
ENSMUSG00000103175	13	26	33	38	29	34	25	24	16	50	58	56
ENSMUSG00000129487	4	1	5	9	4	14	13	3	6	3	7	6
ENSMUSG00000085017	1	4	4	4	5	21	4	0	3	1	1	1
ENSMUSG000000391573	835	449	818	524	474	434	766	581	547	1015	1553	1180
ENSMUSG000000268103	455	160	308	86	131	62	435	312	350	433	382	299
ENSMUSG00000075405	8	10	10	6	10	15	10	5	5	17	16	9
ENSMUSG000000468547	3	2	7	8	14	19	13	2	1	2	11	9
ENSMUSG000000794423	1489	582	1037	163	186	169	1257	822	827	880	1119	883
ENSMUSG00000144132	17	13	18	5	3	6	16	7	10	12	11	19
ENSMUSG00000093147	7	6	4	1	1	5	7	4	5	3	1	4
ENSMUSG000000268119	310	124	176	43	59	61	325	233	239	310	369	272
ENSMUSG000000268175	55	28	51	30	37	52	76	38	58	21	8	15
ENSMUSG000000268147	571	181	452	78	69	116	459	364	427	272	411	399
ENSMUSG00000093336	3	0	1	1	0	0	1	2	2	6	1	2
ENSMUSG00002075439	0	0	0	0	0	0	0	0	0	1	1	1
ENSMUSG00000093277	1	2	2	1	0	3	5	3	6	5	1	5
ENSMUSG000000095663	357	119	296	44	56	73	402	220	257	202	213	171
ENSMUSG00000098972	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000095557	1064	426	752	223	162	188	942	562	638	752	900	916
ENSMUSG00000093280	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105841	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000131348	6	1	5	3	3	4	11	4	3	8	4	5
ENSMUSG000000590133	1025	379	723	275	225	247	956	590	587	1002	1225	975
ENSMUSG00000009551	79	58	113	51	39	45	77	38	52	74	121	150
ENSMUSG000000390216	25	30	33	46	28	48	34	21	31	27	30	48
ENSMUSG000000095637	582	220	402	87	142	95	610	486	461	657	695	461
ENSMUSG00000053746	91	23	66	7	13	12	70	37	48	35	38	19
ENSMUSG00000038987	19	16	32	9	12	22	18	12	23	13	21	20
ENSMUSG000000267977	84	54	80	36	34	58	86	68	55	53	86	96
ENSMUSG00000064652	0	0	2	2	4	2	3	0	0	1	0	1
ENSMUSG00000085397	3	8	8	23	8	10	7	5	4	2	4	11
ENSMUSG00000087496	6	3	7	16	15	27	17	6	7	15	10	18
ENSMUSG00000124006	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000267967	39	20	21	58	53	74	49	14	15	121	141	140
ENSMUSG000000267927	170	88	146	77	68	93	180	110	135	193	237	230
ENSMUSG000000389008	25452	10983	19193	4890	6672	3865	27317	21620	18089	32432	31736	15601
ENSMUSG00000065124	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120864	13	18	24	11	13	18	32	23	23	23	21	21
ENSMUSG00000135622	38	14	34	21	12	11	42	20	26	73	55	56
ENSMUSG000000267915	94	30	60	20	30	34	61	52	47	77	85	72
ENSMUSG000000388606	19	37	28	102	65	126	57	15	39	15	21	37
ENSMUSG00000104277	6	19	11	29	11	31	6	2	4	6	2	7
ENSMUSG00000136501	1	1	0	3	2	8	1	1	1	1	2	0
ENSMUSG00000136462	8	16	16	36	41	39	22	6	17	6	13	5
ENSMUSG000000388317	133	72	134	119	86	135	135	71	78	264	352	297
ENSMUSG00000135951	5	2	7	13	13	23	9	5	10	12	4	23
ENSMUSG00000085087	9	17	18	14	14	13	12	8	6	4	10	14
ENSMUSG00000088836	0	2	2	0	2	2	3	1	2	2	2	1
ENSMUSG00000004105	70	48	88	123	76	96	66	45	57	281	423	329
ENSMUSG00000082844	1	0	1	0	3	4	1	0	3	2	2	2
ENSMUSG00002076855	0	0	0	1	2	4	0	0	3	1	3	0
ENSMUSG000000689661	238	142	214	103	91	99	187	125	160	169	251	275
ENSMUSG00000134363	1	2	1	3	2	3	4	0	2	2	2	2
ENSMUSG00000140468	0	0	1	4	2	4	2	2	4	3	1	2
ENSMUSG00000085742	18	14	23	32	21	30	20	10	17	14	15	11
ENSMUSG000000267884	486	232	416	178	186	157	505	407	346	556	622	492
ENSMUSG00000140490	20	7	16	25	18	27	8	9	10	8	13	14
ENSMUSG00000086939	6	5	11	6	6	18	12	3	9	1	5	4
ENSMUSG00000135292	4	0	1	2	2	5	1	0	1	0	1	0
ENSMUSG000000387655	20	23	13	52	28	46	23	9	14	5	10	8
ENSMUSG00000104403	0	0	1	1	2	1	2	0	0	0	0	2
ENSMUSG00000052951	10	14	15	54	29	44	11	10	20	5	7	5
ENSMUSG00000131730	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000081244	2	2	0	1	0	3	3	1	3	0	4	2
ENSMUSG00000131690	4	3	6	4	5	8	3	1	4	1	1	4
ENSMUSG00000136994	5	3	8	12	12	12	15	4	6	2	5	8
ENSMUSG00000085463	1	5	4	14	4	5	3	2	2	2	1	2
ENSMUSG000000387400	307	177	244	72	78	83	244	192	205	165	263	252
ENSMUSG00000086484	19	9	14	38	12	24	25	13	17	17	20	28
ENSMUSG00002075431	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121186	8	9	2	29	5	16	6	1	5	1	1	2
ENSMUSG00000085987	12	21	23	58	46	65	30	35	35	9	7	18
ENSMUSG00000086904	9	9	14	25	18	34	13	12	18	4	6	7
ENSMUSG00000143797	1	0	1	1	0	2	1	0	4	0	0	0
ENSMUSG00000087461	25	25	27	50	64	87	38	18	31	13	9	15
ENSMUSG000000387186	88	52	92	42	31	53	79	67	69	44	66	59
ENSMUSG00000084908	1	6	8	4	5	4	2	5	6	13	6	8
ENSMUSG000000386965	850	455	757	264	223	236	869	598	710	934	1065	907
ENSMUSG00000083503	0	7	7	4	2	2	6	3	3	2	3	15
ENSMUSG00000083233	2	7	5	0	2	2	3	0	1	1	4	1
ENSMUSG00000081992	94	30	56	29	18	17	113	60	86	100	114	70
ENSMUSG00000128167	10	9	11	14	8	8	16	1	6	7	8	24
ENSMUSG00000128206	0	1	3	6	4	6	5	3	2	2	2	0
ENSMUSG00000128087	3	1	0	2	3	5	1	2	0	1	0	3
ENSMUSG00000128045	12	23	12	36	19	35	18	18	16	13	11	8
ENSMUSG00000087635	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000128129	14	5	9	2	6	6	33	12	13	13	10	7
ENSMUSG000000268670	2926	1610	2559	1052	782	798	3401	2530	2441	3024	3654	3107
ENSMUSG00000121211	12	13	10	13	14	13	15	5	13	10	10	13
ENSMUSG000000268644	14437	5644	11052	1200	1364	884	16333	11954	14122	10385	10626	6574
ENSMUSG000000709534	463	196	351	111	114	94	535	375	376	566	582	432
ENSMUSG00000143905	3	5	7	3	3	4	6	1	3	18	12	20
ENSMUSG00000120298	132	80	152	61	30	48	116	81	87	121	143	134
ENSMUSG000000359496	1294	752	1116	589	416	430	1310	899	1021	1576	1712	1474
ENSMUSG00000081904	0	0	2	0	1	8	0	1	0	0	0	1
ENSMUSG00000107167	5	5	8	14	9	27	7	1	3	2	1	5
ENSMUSG000000268693	744	296	557	208	227	178	962	750	664	1075	948	637
ENSMUSG00000121258	12	5	6	13	4	13	8	9	4	8	4	7
ENSMUSG000000268701	6	3	9	26	22	43	15	9	12	7	3	10
ENSMUSG000000268730	267	94	205	70	53	65	425	221	224	265	319	283
ENSMUSG00000086001	11	3	9	15	12	18	16	5	11	4	11	11
ENSMUSG00000088754	0	2	1	16	2	1	0	5	0	1	0	0
ENSMUSG00000131545	3	1	1	4	0	1	2	0	1	2	1	4
ENSMUSG000000268755	6796	3147	5554	1531	1330	1170	6734	5310	5225	5122	6427	5240
ENSMUSG00000085599	97	50	95	33	26	44	82	54	69	73	97	85
ENSMUSG00000128477	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000128437	19	13	30	14	10	12	46	18	18	64	54	36
ENSMUSG00000083533	9	4	9	5	3	10	18	17	16	31	12	20
ENSMUSG000000268741	29	32	25	63	41	63	28	27	30	19	19	16
ENSMUSG00000120739	2	2	5	15	15	19	8	9	7	0	7	3
ENSMUSG00000128364	3	1	0	2	0	14	4	1	1	0	0	0
ENSMUSG000000358756	20	16	20	41	37	29	30	16	24	29	46	30
ENSMUSG00000136334	4	9	4	3	7	8	3	2	1	8	7	10
ENSMUSG000000571106	5265	2896	4759	2576	1617	1631	5977	3844	4542	5934	7056	6460
ENSMUSG000000268788	1797	1134	1679	896	679	677	1682	1155	1199	1896	2446	2322
ENSMUSG00000084768	3	4	6	8	8	8	8	8	5	1	2	3
ENSMUSG00000122335	2	3	4	9	6	12	5	2	2	3	2	7
ENSMUSG000000268795	254	138	184	153	146	115	253	224	173	459	483	323
ENSMUSG00000106961	2	5	1	6	4	13	9	3	3	5	4	3
ENSMUSG000000268802	23	12	35	29	33	30	34	25	21	23	26	36
ENSMUSG00000075391	4	3	6	6	3	7	2	1	5	4	1	4
ENSMUSG00000026882	0	2	1	5	4	15	2	2	1	0	0	0
ENSMUSG00000124950	0	0	2	2	0	10	1	5	1	0	2	0
ENSMUSG00000079421	2	1	2	6	5	13	3	6	13	3	0	3
ENSMUSG000000357788	799	408	674	249	204	173	895	782	772	1091	1176	842
ENSMUSG00000143674	4	5	7	4	7	1	14	7	7	5	12	13
ENSMUSG00000106856	7	15	16	7	8	8	18	8	13	15	18	32
ENSMUSG00000121175	7	4	5	2	1	6	11	8	6	8	12	8
ENSMUSG00000143509	15	12	20	38	28	32	15	12	17	9	5	8
ENSMUSG00000081841	1	0	1	3	0	1	1	2	3	2	0	0
ENSMUSG00000081421	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085668	7	6	6	19	23	6	9	2	5	1	1	1
ENSMUSG00000143586	5	1	3	6	7	7	1	2	0	4	0	0
ENSMUSG00000086555	9	15	11	42	28	39	15	15	15	8	9	12
ENSMUSG000000268838	175	79	125	50	47	44	193	96	127	33	34	36
ENSMUSG00000134805	1	1	0	6	3	10	3	3	3	0	1	3
ENSMUSG00000134850	1	5	2	3	6	6	1	1	1	0	0	0
ENSMUSG00000126242	0	1	1	2	3	11	0	2	1	1	0	1
ENSMUSG00000129823	0	0	1	5	0	4	1	1	0	4	0	2
ENSMUSG000000268854	35	23	20	26	15	39	44	13	27	15	11	17
ENSMUSG00000107106	6	4	9	11	3	27	6	10	11	8	1	5
ENSMUSG00000138591	1	1	2	7	3	11	1	0	1	1	0	0
ENSMUSG00000086449	0	0	0	8	1	5	2	0	7	0	0	0
ENSMUSG00000106994	3	3	6	17	12	13	11	9	10	6	4	9
ENSMUSG00000131581	1	4	6	21	15	39	16	12	11	4	5	4
ENSMUSG00000138303	2	0	0	3	1	4	0	0	0	0	0	0
ENSMUSG00000126335	1	3	1	4	2	5	7	1	0	0	2	1
ENSMUSG00000126374	0	0	4	12	5	5	4	0	3	1	0	2
ENSMUSG00000126296	0	2	0	12	5	8	4	2	5	1	5	1
ENSMUSG00000026895	392	151	405	112	100	83	524	322	366	458	483	323
ENSMUSG00000026894	1	3	2	12	4	14	5	6	6	1	1	3
ENSMUSG00000107351	1	9	11	22	15	27	8	12	7	5	6	1
ENSMUSG000000268900	7	14	14	45	31	40	23	7	26	11	1	17
ENSMUSG00002075109	0	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000140922	3	6	5	11	12	8	8	3	4	0	0	1
ENSMUSG000000268893	485	274	421	232	214	188	509	379	377	688	789	623
ENSMUSG000000268870	349	188	327	174	137	121	490	355	361	610	551	406
ENSMUSG00000081496	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085141	11	13	18	25	25	44	23	6	23	5	3	12
ENSMUSG00000131586	2	2	2	2	8	9	4	4	5	0	0	0
ENSMUSG00000087187	16	23	28	47	49	44	36	28	33	8	8	9
ENSMUSG00000131544	1	0	0	0	1	0	1	0	0	0	0	1
ENSMUSG000000472504	13	10	20	24	43	45	20	11	19	7	5	8
ENSMUSG00000106933	4	14	10	16	12	13	16	5	8	6	1	3
ENSMUSG00000083034	2	5	5	7	4	5	4	6	7	6	1	2
ENSMUSG00000113163	1	1	2	3	4	8	1	2	3	1	1	1
ENSMUSG00000082583	2	2	3	11	6	1	7	5	2	1	1	1
ENSMUSG00000121440	0	1	0	0	0	2	1	0	0	0	0	0
ENSMUSG00000080936	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068950	3	18	12	29	26	50	12	6	10	7	3	14
ENSMUSG00000083101	2	5	5	1	6	8	4	5	5	9	4	8
ENSMUSG00000094464	5	6	9	25	16	26	12	8	6	3	3	3
ENSMUSG00000094266	1	5	1	2	12	8	8	5	2	6	1	3
ENSMUSG00000075387	15	16	16	27	30	48	10	13	10	9	4	7
ENSMUSG00000111869	3	4	7	17	13	16	3	5	5	2	2	6
ENSMUSG00000110769	1	0	1	3	0	2	0	0	0	0	0	0
ENSMUSG00000080960	0	0	1	1	6	0	2	4	1	1	0	2
ENSMUSG00000096822	11	32	24	37	32	50	22	10	19	9	2	8
ENSMUSG00000059251	2	0	5	2	8	10	4	6	3	2	1	7
ENSMUSG00000094764	5	7	8	19	21	18	5	19	10	4	3	10
ENSMUSG00000111863	2	5	4	8	9	14	5	5	6	1	1	5
ENSMUSG00000082251	0	2	0	1	1	4	1	2	0	0	0	0
ENSMUSG00000049315	2	8	5	23	22	18	4	5	6	1	6	7
ENSMUSG00000111021	2	8	7	13	22	35	21	12	13	4	0	6
ENSMUSG00000083716	131	37	68	10	21	12	136	88	82	138	195	73
ENSMUSG00000075384	0	1	3	6	3	8	3	3	3	1	4	1
ENSMUSG00000084078	0	0	1	1	0	1	0	0	0	0	0	0
ENSMUSG00000050015	2	5	6	25	10	29	6	2	6	1	4	6
ENSMUSG00000075383	4	3	7	25	6	21	6	3	6	1	1	3
ENSMUSG00000053146	2	3	9	28	7	20	7	2	6	2	4	2
ENSMUSG00000075382	1	6	2	12	17	12	7	2	7	2	1	5
ENSMUSG00000055088	12	20	24	58	33	51	27	14	18	11	3	9
ENSMUSG00000081591	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075380	3	10	12	21	15	27	13	7	10	1	2	3
ENSMUSG00000070943	1	2	1	7	1	7	1	0	0	6	0	3
ENSMUSG00000055838	3	12	11	25	14	30	8	9	8	5	4	8
ENSMUSG00000075379	3	7	12	24	21	29	12	10	11	3	7	3
ENSMUSG00000081737	0	0	0	7	4	2	1	1	1	0	2	0
ENSMUSG00000081174	0	0	0	3	1	1	0	0	0	0	0	0
ENSMUSG00000083361	0	4	6	3	6	10	6	4	0	0	3	1
ENSMUSG00000083431	0	2	4	10	8	19	6	2	2	0	1	1
ENSMUSG00000075378	6	4	4	17	11	14	10	10	7	4	1	2
ENSMUSG00000075377	8	6	18	25	20	28	17	18	16	5	7	9
ENSMUSG00000068948	0	1	2	6	3	7	0	0	1	0	0	0
ENSMUSG00000078198	2	2	3	6	11	17	4	5	4	4	4	2
ENSMUSG00000135880	0	0	0	1	1	1	0	0	0	0	0	0
ENSMUSG00000059429	4	10	6	30	18	33	7	4	10	0	1	12
ENSMUSG00000083815	0	3	2	13	3	9	2	1	1	1	0	2
ENSMUSG00000068947	6	24	21	32	44	34	17	12	17	6	9	8
ENSMUSG00000121441	0	0	0	0	2	4	1	0	0	1	0	0
ENSMUSG00000049094	0	0	1	5	2	7	2	1	3	0	1	2
ENSMUSG00000118972	1	0	0	0	0	0	0	1	3	0	1	0
ENSMUSG00000138527	0	3	3	5	2	5	0	1	1	1	0	0
ENSMUSG00000049018	0	0	5	9	14	11	7	5	3	1	1	5
ENSMUSG00000133752	0	1	0	0	0	2	2	0	0	0	0	0
ENSMUSG000000090305	784	413	613	279	283	223	834	566	701	1055	1084	712
ENSMUSG000000753761	2651	1519	2449	1424	1047	1003	2659	1881	2125	3320	3894	3828
ENSMUSG00000077756	0	0	3	1	1	1	3	4	4	0	4	2
ENSMUSG00000143838	7	2	9	10	11	8	19	8	13	21	15	16
ENSMUSG00000066798	440	229	411	233	201	197	444	343	397	545	568	437
ENSMUSG00000121255	22	17	27	17	12	17	22	14	20	21	15	24
ENSMUSG000000507140	594	396	626	304	219	251	609	464	500	603	663	600
ENSMUSG000000354376	1356	762	1202	707	544	474	1633	1054	1178	1729	2007	1761
ENSMUSG000000269157	2056	1219	1868	757	508	587	2302	1477	1784	1726	2097	1926
ENSMUSG00000107491	20	11	16	17	10	14	10	10	15	19	30	41
ENSMUSG00000053164	66	58	70	44	29	41	81	53	57	79	135	148
ENSMUSG00000131909	6	11	10	9	9	7	10	4	11	11	24	23
ENSMUSG00000108226	2	10	8	4	0	3	1	0	2	1	5	15
ENSMUSG00000083745	16	9	16	6	11	11	22	4	21	8	19	23
ENSMUSG00000092958	2	0	1	1	0	0	0	0	2	2	2	1
ENSMUSG00000131873	2	1	2	5	4	8	4	0	4	0	0	2
ENSMUSG000000354031	18	24	20	47	33	49	32	18	15	18	20	18
ENSMUSG000000353928	487	311	495	277	153	238	499	333	347	517	723	751
ENSMUSG00000107586	59	45	63	55	28	49	45	44	36	78	104	122
ENSMUSG00000108155	40	53	49	58	42	74	62	55	37	70	119	124
ENSMUSG00000107529	61	53	62	41	25	43	77	44	51	83	92	132
ENSMUSG00002075141	1	0	7	4	1	1	3	3	0	3	3	8
ENSMUSG00000087294	15	12	29	13	11	21	25	8	19	20	32	36
ENSMUSG00000135130	1	6	6	13	20	17	9	11	8	2	4	6
ENSMUSG000000002472	32	27	43	40	25	48	38	32	30	17	7	21
ENSMUSG00000087539	4	8	4	8	16	20	3	5	5	2	1	5
ENSMUSG00000135174	0	1	0	8	1	1	1	0	0	0	0	0
ENSMUSG00000129126	2	2	1	3	1	2	3	0	1	0	0	0
ENSMUSG00000122390	1	1	0	3	0	6	2	1	1	0	1	0
ENSMUSG00000085950	12	18	16	48	32	41	21	13	14	7	23	17
ENSMUSG00000126102	2	4	6	8	17	15	6	3	8	4	0	5
ENSMUSG00000064468	0	1	0	2	1	4	0	1	0	1	1	0
ENSMUSG00000084124	6	2	3	5	0	2	2	1	2	3	1	2
ENSMUSG00000107883	3	5	11	24	16	45	18	9	11	5	3	5
ENSMUSG000000267492	226	160	228	134	134	125	298	243	228	401	476	445
ENSMUSG00000126333	1	0	0	2	2	4	0	0	1	3	0	3
ENSMUSG00000108210	4	7	7	10	4	22	15	1	9	16	30	22
ENSMUSG00000107535	0	0	2	1	0	0	0	2	0	1	0	1
ENSMUSG00000126293	6	7	4	4	7	2	6	5	5	8	17	18
ENSMUSG00000026750	1367	574	996	243	214	146	1874	1433	1423	1920	1731	1039
ENSMUSG00000082931	10	3	8	1	2	1	7	5	7	10	11	2
ENSMUSG00002076647	2	1	5	2	0	3	1	1	1	0	6	4
ENSMUSG00000126174	3	2	1	6	11	9	7	5	2	0	3	2
ENSMUSG00000121862	1	3	1	9	9	20	6	5	6	6	3	2
ENSMUSG00000126216	3	1	6	5	6	7	6	1	9	3	1	3
ENSMUSG00000083722	3	0	0	4	0	5	5	1	5	1	1	0
ENSMUSG000000267515	15	11	17	22	19	38	15	14	23	5	10	8
ENSMUSG00000087164	1	4	2	4	4	10	2	3	6	5	1	3
ENSMUSG00000126251	0	0	1	4	1	6	1	0	0	0	1	1
ENSMUSG000000639724	101	72	113	87	39	81	136	108	96	66	93	97
ENSMUSG00000108124	2	10	7	26	11	12	6	7	12	2	3	5
ENSMUSG00000082508	0	0	1	5	0	4	0	1	3	0	2	3
ENSMUSG00000085201	3	8	8	17	13	19	9	6	11	11	7	8
ENSMUSG00000065423	3	0	2	1	0	3	1	0	1	0	0	0
ENSMUSG00000107884	10	10	19	7	11	13	24	12	9	11	16	31
ENSMUSG00000065578	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107468	19	25	26	40	12	18	17	10	20	24	16	33
ENSMUSG00000143979	0	0	1	2	3	2	0	0	2	1	1	0
ENSMUSG00000046618	12	13	18	44	27	41	72	37	43	34	42	22
ENSMUSG00000083776	0	0	0	2	3	5	0	4	2	0	0	0
ENSMUSG00000139818	5	5	9	8	10	27	8	6	13	3	4	4
ENSMUSG00000084184	0	1	10	11	3	4	2	1	5	3	0	2
ENSMUSG00000085755	11	2	10	2	5	13	8	2	11	0	3	2
ENSMUSG000000352951	40	26	38	28	16	28	21	40	26	43	42	21
ENSMUSG00000062997	9464	4909	7748	2527	2097	1718	13561	10102	11066	12605	12824	7300
